UTM10,ACCI GENT,ACCI NISU,Aecau,AEGO FUNE,AGAP FISH,AIX SPON,Alarv,Alruf,AMAN AMAN,Ancam,ANTH SPIN,Antri,APUS APUS,APUS PALL,AQUI CHRY,ARAT ACUT,ARAT ERYT,ARAT MITR,ASIO OTUS,ATHE NOCT,BUBO BUBO,BUBU IBIS,BURH OEDI,BUTE BUTE,CALA BRAC,CALA RUFE,CAPR EURO,CAPR RUFI,Caina,Cacar,Cachl,CARD SPIN,CERC GALA,Cebra,CERT FAMI,CETT CETT,CHER DUPO,CICO CICO,CIRC AERU,CIRC CYAN,CIRC GALL,CIRC PYGA,Cijun,CLAM GLAN,COCC COCC,COLU LIVI,COLU OENA,Colpa,CORA GARR,CORV CORA,CORV CORO,CORV MONE,Cocot,CREX CREX,Cucan,CYAN PATA,Demaj,DEND MEDI,DEND MINO,DRYO MART,ELAN CAER,Emcia,Emcir,Emcit,Emhor,Errub,ESTR ASTR,ESTR TROG,EUPL AFER,FALC NAUM,FALC PERE,FALC SUBB,FALC TINN,FICE HYPO,Frcoe,Gacri,Gathe,Gagla,GYPA BARB,GYPS FULV,HIER FASC,HIER PENN,Hipol,HIRU DAUR,HIRU RUST,JYNX TORQ,Lacol,Lamer,LANI MINO,Lasen,LEIO LUTE,LONC MALA,Locur,Luarb,Lumeg,Mecal,MERO APIA,Mical,MILV MIGR,MILV MILV,MONT NIVA,MONT SAXA,MONT SOLI,MOTA ALBA,MOTA FLAV,MUSC STRI,MYIO MONA,NEOP PERC,Oehis,OENA LEUC,Oeoen,ORIO ORIO,OTUS SCOP,PANU BIHA,Paate,Pacae,Pacri,Pamaj,PARU PALU,Padom,PASS HISP,Pamon,PERD PERD,PERN APIV,PETR PETR,PHAS COLC,Phoch,PHOE PHOE,Phbon,Phita,Pipic,Pivir,POIC SENE,PRUN COLL,Prmod,PSIT KRAM,PTER ALCH,PTER ORIE,PTYO RUPE,PYRR GRAC,PYRR PYRO,Pyula,QUEL QUEL,Reign,Rereg,REMI PEND,RIPA RIPA,SAXI RUBE,SCOL RUST,Secit,Seser,Sieur,Stdec,STRE ROSE,STRE TURT,STRI ALUC,STUR SP,STUR UNIC,Stvul,Syatr,SYLV BORI,Sycan,SYLV COMM,SYLV CONS,Syhor,Symel,Syund,TETR TETA,TETR UROG,THRE AETH,TICH MURA,Trtro,Tumer,TURD PHIL,Tutor,Tuvis,TYTO ALBA,Upepo
DG56,3,6,2981.71,0,0,0,1.33,0.00,0,0.00,0,6.47,316.0696126,0,0,0,0,0,3,20,0,0,0,9,0,0,73.39730808,0,144.12,990.02,603.36,0,0,781.82,0,20,0,0,0,0,3,0,50.56,0,3.464101615,278.4895475,0,1457.07,0,20,20,0,31.07,0,86.38,0,176.51,0,1,0,0,207.53,886.33,0.00,0.00,5831.26,0,0,0,0,1,3,3,0,1573.11,99.28,0.00,1638.90,0,0,0,0,98.37,0,316.0696126,20,60.16,0.00,0,0.00,0,0,0.00,124.57,951.83,0.00,0,224.93,0,0,0,0,0,316.0696126,0,20,0,0,0.00,0,0.00,99.94998749,3,0,85.05,4096.74,123.40,4359.64,999.9499987,14154.58,0,2213.92,0,20,0,12.281368,54.03,0,655.09,1015.68,559.51,478.35,0,0,0.00,0,0,0,20,0,20,758.88,0,1951.59,1.27,0,0,0,0,0.00,2240.13,464.93,119.77,0,20,99.94998749,0,0,3998.49,3266.91,99.94998749,187.21,20,0,0.00,317.16,0.00,0,0,0,0,2497.86,4076.77,999.9499987,0.00,250.94,20,69.19
DG57,0,3,3808.77,0,0,0,0.00,0.00,0,0.35,0,0.88,316.2119542,0,0,0,0,0,5.449031295,0,0,0,0,3,0,0,20,0,178.26,1407.50,1295.12,0,0,1167.56,0,99.94998749,0,0,0,0,1,0,58.45,0,6.32455532,20,0,1397.32,0,3,20,0,13.70,0,92.66,0,295.92,0,3,6.014896852,0,390.34,1238.18,18.95,0.00,5716.17,0,0,0,0,0,2.878732364,10.12173988,0,1795.64,63.48,0.00,1585.57,0,0,0,2.257319217,89.83,0,316.0696126,20,104.89,0.00,0,0.00,0,0,0.00,82.06,1312.41,0.00,0,146.38,0,0,0,0,0,20,0,99.94998749,0,0,0.00,0,0.00,99.94998749,20.09302478,0,199.23,4224.66,121.33,4308.97,316.2119542,14956.00,0,1995.29,0,3,0,0,99.14,0,695.16,1133.28,524.43,473.92,0,0,0.00,0,0,0,20,0,0,549.83,0,2413.71,0.00,0,0,0,0,0.00,2926.98,146.53,248.47,0,99.94998749,316.0696126,0,0,3486.00,3655.93,56.73598759,555.10,25.87805688,0,1.82,800.65,0.00,0,0,0,0,2468.10,4102.33,316.0696126,0.00,175.67,8.144301976,6.71
DG58,4.705080365,3,3387.28,0,0,0,35.85,0.00,0,1.43,0,3.81,99.94998749,0,0,0,0,0,0,0,0,0,0,6.32455532,0,0,0,0,271.70,978.79,32.40,0,0,866.72,20,0,0,0,0,0,3,0,0.95,0,0,6.32455532,0,1065.30,0,6.32455532,6.32455532,0,0.83,0,71.81,0,211.74,0,0,6.014896852,0,1478.99,579.07,0.00,0.00,5623.12,0,0,0,0,2.635025498,0,6.32455532,3,1792.75,0.00,0.00,1435.99,0,20,0,3,6.98,0,99.94998749,3,694.10,0.00,0,0.00,0,0,0.00,143.29,207.53,0.00,0,84.59,0,0,0,0,0,99.94998749,0,6.32455532,0,0,0.00,0,2.78,0,0,0,426.17,3917.17,18.35,3856.01,6.32455532,1978.93,0,91.93,0,0,0,12.281368,96.70,0,795.44,1313.77,14.57,331.27,0,0,0.00,0,0,0,20,0,0,895.44,0,2836.45,25.66,0,0,0,0,0.00,1495.48,298.15,0.00,0,3,20,0,0,1052.67,3440.22,99.94998749,238.10,20,0,1.09,154.11,0.00,0,0,0,0,2496.94,3847.40,99.94998749,0.00,414.33,0,0.00
DG59,0,5.840580155,165.19,0,0,0,188.67,0.00,0,0.00,0,5.07,6.32455532,0,0,0,0,0,0,0,0,0,0,6.32455532,0,0,0,0,202.92,167.98,0.00,0,0,69.48,0,0,0,0,0,0,0,0,0.00,0,0,0,0,86.57,0,6.32455532,6.32455532,0,8.05,0,7.93,0,9.45,0,0,6.014896852,0,543.21,45.77,0.00,0.59,839.65,0,0,0,0,0,0,20,0,303.75,0.00,0.00,191.36,0,0,0,0,0.00,0,20,0,395.76,0.00,0,0.00,0,0,0.00,54.65,0.00,0.00,0,31.74,0,0,0,0,0,3,0,0,0,0,0.00,0,14.49,0,0,0,123.36,236.62,0.00,248.70,3,806.12,0,28.18,0,0,0,0,52.48,0,33.98,167.19,7.69,62.40,0,0,0.00,0,0,0,6.32455532,0,0,79.82,0,242.58,12.37,0,0,0,0,0.00,215.29,0.00,0.00,0,0,3,0,0,430.78,502.54,0,0.00,3,0,0.00,0.00,0.00,0,0,0,0,322.16,627.82,20,12.99,198.12,0,0.00
DG60,3,6.32455532,1820.21,0,0,0,0.00,0.00,0,0.00,0,0.00,999.9499987,0,0,0,0,0,3,99.94998749,3,0,0,1.414213562,0,0,316.0696126,20,77.41,2354.83,819.76,0,0,436.48,0,99.94998749,0,0,0,0,3,0,304.97,3,3,3162.119542,0,814.72,0,0,3,0,0.00,0,11.89,0,0.00,0,0,0,0,3.63,235.49,0.00,0.00,2108.60,6,0,0,0,0,3,3,0,173.73,6.04,0.00,827.14,0,0,0,0,356.67,0,316.0696126,3,0.00,0.00,0,1.84,0,0,0.00,0.00,2628.80,0.00,20,49.85,0,0,0,0,18.42932446,99.94998749,0,20,20,0,0.00,0,0.00,316.0696126,20,0,240.64,2900.42,799.01,2479.61,0,17900.24,0,2107.21,0,3,0,20,0.00,0,191.98,0.00,1027.83,58.64,0,0,0.00,20,0,0,0,0,0,0.00,0,1598.43,0.00,0,0,0,0,0.00,2822.49,0.00,2429.06,0,316.0696126,20,0,316.0696126,3906.25,1992.43,0,486.02,0,0,0.36,2962.17,0.00,0,0,0,0,640.81,2358.86,20,0.00,1.07,6.32455532,9.03
DG61,3,3,2455.73,0,0,0,0.00,0.00,0,0.00,0,0.00,316.0696126,0,0,0,0,0,5.449031295,32.35282205,3.180086824,0,0,3,0,0,73.39730808,48.28047247,93.24,2724.79,516.07,0,0,1178.10,0,316.0696126,0,0,0,0,3,0,133.17,0,3,3,0,1342.84,0,3,0,0,0.00,0,42.10,0,9.13,0,1.732050808,0,0,53.73,624.76,0.00,0.00,4802.32,0,0,0,0,0,2.878732364,10.12173988,0,1571.06,30.20,0.00,1461.00,0,0,0,0,723.04,0,99.94998749,20,0.41,0.00,0,1.42,0,0,0.00,38.40,3385.27,0.00,14.14213562,84.00,0,0,0,0,0,6.32455532,0,6.32455532,0,0,0.00,0,0.00,99.94998749,20,0,74.46,4447.92,1186.58,4342.29,0,11801.52,0,2303.94,0,2.926150761,0,3,0.00,0,556.95,4.93,463.11,108.64,0,0,0.00,0,0,0,65.4927168,0,0,2.00,0,3695.14,0.00,0,0,0,0,0.00,3383.43,0.00,391.34,0,99.94998749,316.0696126,0,3,2346.75,3695.41,31.60696126,1541.88,0,0,0.00,3883.39,0.00,0,0,0,0,2224.14,4006.94,31.60696126,0.00,59.94,8.144301976,9.42
DG62,0,3,3414.06,0,0,0,0.00,42.59,0,19.95,0,0.00,316.2119542,0,0,0,0,0,0,3,0,0,0,3,0,0,316.0696126,0,166.88,3166.50,788.22,0,0,1229.43,0,6.32455532,0,0,0,0,2,0,354.84,0,3.464101615,20,0,1397.55,0,3,14.14468365,1,3.39,0,99.69,0,133.52,0,3.16227766,0,0,98.01,1643.45,0.00,0.00,4607.23,0,0,0,0,0,0,3,0,1150.09,194.63,0.00,1491.64,0,0,0,0,959.50,0,31.60696126,3,8.64,0.15,0,24.49,0,0,0.00,180.36,4318.05,0.00,20,228.95,0,0,0,0,0,6.32455532,0,3,0,0,0.03,0,0.00,20,316.0696126,0,0.00,4357.50,1396.78,4331.63,0,18330.60,0,2859.95,0,2.926150761,0,3,0.00,0,382.72,16.74,720.61,364.75,0,0,0.00,0,0,0,65.4927168,0,0,3.33,0,3000.70,0.00,0,0,0,0,0.00,4381.04,15.55,162.14,0,316.0696126,20,0,3,4748.11,3567.14,56.73598759,1490.27,0,0,2.89,4583.19,0.00,0,0,0,0,2326.68,4029.43,99.94998749,0.00,157.67,3,28.51
DG63,4.705080365,20,2893.97,0,0,0,1.23,12.05,0,3.77,0,0.00,20,0,0,0,0,0,5.449031295,3,2,0,0,3,0,0,20,0,98.45,718.43,165.76,0,0,1262.41,0,3,0,0,0,0,2,0,1.94,0,0,3,0,1306.16,0,1,1,0,0.00,0,48.72,0,421.47,0,0,0,0,356.32,598.73,0.00,0.45,5961.57,0,0,0,0,1,0,3,0,1905.83,2.02,0.00,1677.73,0,0,0,0,464.33,0,20,0,3.13,0.53,0,1.39,0,0,0.00,139.77,2246.65,0.00,3,107.27,0,0,0,3,18.42932446,20,0,3,0,0,0.00,0,0.00,99.94998749,3,0,1228.11,4885.32,1354.07,4467.42,20,5955.21,0,116.56,0,2.926150761,0,0,0.00,0,381.34,687.02,12.67,265.42,0,0,0.00,0,0,0,3,0,0,24.62,0,4430.42,0.00,0,0,0,0,0.00,2817.26,1122.41,5.39,0,6.32455532,20,0,0,1456.67,3828.51,20,1280.81,25.87805688,0,0.00,3489.31,0.00,0,0,0,0,2597.21,4151.51,99.94998749,0.00,171.28,8.144301976,0.00
DG64,0,0,3383.62,0,0,0,0.00,0.00,0,0.00,0,0.00,99.94998749,0,0,0,0,0,0,20,0,0,0,1,0,0,20,0,114.34,846.64,359.34,0,0,771.48,0,6.32455532,0,0,0,0,1,3.140721956,36.38,0,0,20,0,1438.09,0,2.645751311,14.14468365,0,0.00,0,12.36,0,130.49,0,0,0,0,524.11,263.94,0.00,0.00,6131.33,0,0,0,0,0,0,0,0,1882.37,18.20,0.00,1652.97,0,0,0,0,283.01,0,8,0,2.33,0.00,0,0.00,0,0,0.00,46.28,1070.99,0.00,3,92.26,0,0,0,0,0,7,0,0,0,0,1.14,0,0.00,8,3,0,563.86,4950.06,796.85,4450.24,3,5121.97,0,677.95,0,1,0,1,17.62,0,922.82,1014.57,191.14,144.73,0,0,0.00,0,0,0,20,0,0,69.69,0,4043.30,0.00,0,0,0,3,0.00,1969.76,327.73,42.08,0,3,31.60696126,0,0,990.69,3907.27,56.73598759,2934.07,0,0,0.00,1187.95,0.00,0,0,0,0,2816.86,4156.08,31.60696126,0.00,209.71,0,9.82
DG65,4.705080365,5.840580155,2681.03,0,0,0,1.54,0.00,0,0.00,0,0.00,316.0696126,0,0,0,0,0,5.449031295,20,0,0,0,7,0,0,20,0,149.79,1177.34,941.42,0,0,267.94,0,20,0,0,0,0,3,0,43.52,0,0,20,0,1453.77,0,20,20,0,0.81,0,53.79,0,45.71,0,0,0,0,141.16,1091.31,0.00,0.00,5768.19,0,0,0,0,2.635025498,0,3,0,1930.15,53.72,0.00,1609.42,0,0,0,0,150.84,0,316.0696126,16.38452182,15.91,0.00,0,0.00,0,0,0.00,104.35,690.06,0.00,20,88.89,0,0,0,0,18.42932446,20,0,0,0,2.198329607,0.00,0,0.00,20,20,0,13.48,4296.48,84.89,4302.88,20,11729.69,0,551.50,0,0,0,0,42.92,0,463.49,1020.82,276.11,230.17,0,0,0.00,0,0,0,65.4927168,0,0,115.15,0,2110.17,0.00,0,0,0,0,0.00,3035.78,37.64,55.07,0,20,316.0696126,0,316.0696126,1826.55,3591.96,0,2456.53,0,0,1.71,1430.62,0.00,0,0,0,0,2463.76,4134.01,20,0.00,80.08,8.144301976,4.37
DG66,3.741657387,3,3472.12,0,0,0,1.16,0.00,0,0.31,0,1.99,316.2119542,0,0,0,0,0,6.32455532,20,0,0,0,4.582575695,0,0,2,0,205.14,2349.74,1096.85,0,0,1036.41,0,20,0,0,0,0,2,0,185.53,0,3,20,20,1482.14,0,3.464101615,20,0,8.83,0,90.74,0,576.19,0,3,0,0,64.72,1421.42,0.00,0.00,5938.13,0,0,0,0,3,6.32455532,4.582575695,0,1964.90,58.75,0.00,1677.91,0,0,0,2.257319217,154.85,0,99.94998749,20,37.75,0.00,0,0.00,0,0,0.00,83.45,1289.90,0.00,20,138.41,0,0,0,0,0,316.2119542,0,20,0,2.198329607,0.00,0,0.00,99.94998749,20,0,0.00,4004.24,34.06,4284.02,99.94998749,13131.73,0,1235.72,0,3.464101615,0,0,9.91,0,819.95,1239.16,472.47,525.00,0,0,0.00,0,0,0,316.0696126,0,0,614.20,0,3270.83,0.00,0,0,0,0,0.00,2999.67,55.90,45.60,0,20,316.0696126,0,0,3580.93,3675.03,99.94998749,1280.73,3,0,0.00,2703.21,0.00,0,0,0,0,2592.54,4134.45,316.0696126,0.00,133.82,3,40.71
DG67,3,3,3309.11,0,0,0,0.00,32.91,0,0.71,0,0.00,316.0696126,0,0,0,0,0,3,20,3,0,0,3,0,0,6.32455532,0,155.90,1904.69,1690.79,0,0,1261.78,0,20,0,0,0,0,2,0,317.27,0,3,20,0,1470.24,0,3,20,0,7.14,0,111.22,0,451.34,0,20,0,0,99.55,1340.50,0.00,0.00,5476.70,0,0,0,0,3,3,3,0,1853.67,161.05,0.00,1594.22,0,0,0,0,495.35,0,316.0696126,20,19.08,0.00,0,0.83,0,0,0.00,163.67,3300.82,0.00,20,181.83,0,0,0,0,0,20,0,99.94998749,0,0,0.00,0,0.00,99.94998749,20,0,63.52,3891.64,64.46,4062.28,3,14333.36,0,854.42,0,2.926150761,0,0,20.83,0,1276.81,1247.68,760.63,489.65,0,0,0.00,0,0,0,20,0,0,496.26,0,3386.32,0.00,0,0,0,0,0.00,3402.22,0.00,92.39,0,20,316.0696126,0,0,3523.31,3666.56,3,1068.33,0,0,0.73,3551.11,0.00,0,0,0,0,2337.70,4107.20,316.0696126,0.00,148.46,3,2.27
DG68,0,3,1948.82,0,0,0,0.00,0.00,0,1.04,3,0.00,20,0,1,0,0,0,0,32.35282205,0,0,0,4.981287692,0,0,0,0,116.39,258.84,81.12,0,0,676.79,0,0,0,0,0,0,2.83541522,0,7.11,0,0,0,0,1114.81,0,6.32455532,20,0,0.00,0,32.42,0,50.54,0,0,3,0,458.43,341.49,0.00,0.00,4965.98,0,0,0,0,3,2.878732364,3,0,1656.16,0.00,0.00,1169.15,0,0,0,0,34.79,0,3,0,63.90,0.00,0,0.00,0,0,0.00,56.24,444.21,0.00,0,24.39,0,0,0,0,0,3,0,32.12401964,0,0,0.01,0,0.00,3,0,0,1055.75,2989.19,19.63,3343.07,20,950.87,0,12.69,0,0,0,0,151.70,0,694.90,1243.61,10.78,168.30,0,0,0.00,0,0,0,0,0,3,112.33,0,3008.98,0.00,0,0,0,0,0.00,1130.54,0.00,0.00,0,3,20,0,0,212.27,3083.57,20,705.10,25.87805688,0,1.64,688.29,0.00,0,0,0,0,2289.58,3486.78,163.8555342,0.00,49.48,0,0.00
DG70,0,0,125.47,0,0,0,0.00,0.00,0,0.00,0,0.00,316.0696126,0,0,0,0,0,3,20,0,0,0,3,0,0,20,0,31.29,950.93,385.62,0,0,11.86,0,20,0,0,0,0,0,0,240.58,0,0,278.4895475,0,207.77,0,0,0,0,0.00,0,0.54,0,0.00,0,0,0,0,3.63,114.30,0.00,0.00,205.11,0,0,0,0,0,3,0,0,12.98,37.41,0.00,125.99,0,0,0,0,148.86,0,316.0696126,0,0.00,0.05,0,1.91,0,0,0.00,0.00,842.96,0.00,72.18692395,21.42,0,0,0,0,0,20,0,3,0,0,0.00,0,0.00,3,20,0,0.00,659.50,47.64,431.03,0,5821.24,0,1362.22,0,0,0,0,0.00,0,36.35,0.00,388.00,22.61,0,0,0.00,0,0,0,0,0,0,0.00,0,168.18,0.00,0,0,0,0,0.00,950.55,0.00,988.90,0,20,0,0,20,1851.17,370.55,56.73598759,167.62,0,0,1.74,861.73,0.00,0,0,0,0,98.84,608.85,0,0.00,0.00,0,53.78
DG71,4.705080365,3,2015.02,0,0,0,0.00,49.50,0,0.00,0,0.00,99.94998749,6.32455532,0,0,0,0,2,6.32455532,3.180086824,473.2468738,0,2.449489743,0,0,20,48.28047247,106.98,5088.11,1389.48,0,0,919.78,0,99.94998749,0,0,0,0,2.83541522,0,488.53,5.028715727,3.464101615,316.0696126,0,1356.87,0,0,0,3,0.00,0,54.97,0,0.00,0,2,0,0,0.00,1038.88,0.00,0.00,3609.60,0,0,0,0,0,2.878732364,3,0,693.15,280.78,0.00,1305.45,0,0,0,0,957.57,0,31.60696126,3,0.00,0.00,0,16.77,0,0,0.00,17.45,4457.24,0.00,6.32455532,153.38,0,0,0,0,3,6.32455532,31.81158658,3,0,0,0.00,0,0.00,31.60696126,6.32455532,0,25.39,3712.61,722.19,3962.60,0,26657.27,0,6190.31,0,0,3,3,0.00,0,487.56,0.00,1616.93,374.97,0,0,0.00,6.011892975,0,0,3,0,0,0.00,0,2343.32,0.00,0,0,0,0,0.00,4801.89,0.00,2253.07,0,31.60696126,20,0,31.60696126,7193.47,3088.17,56.73598759,1329.27,0,0,1.98,4311.96,0.00,0,0,0,0,1442.11,3731.64,3,0.00,53.96,8.144301976,323.76
DG72,0,1,2318.71,0,0,0,0.00,128.15,0,3.48,0,0.00,20,0,0,0,0,0,0,32.35282205,0,0,0,3,0,0,73.39730808,0,143.54,4159.28,791.04,0,0,597.56,0,6.32455532,0,0,0,0,2.83541522,0,159.84,0,0,20,0,1395.80,0,6.184859059,3,3,0.96,0,77.22,0,0.00,0,10.19803903,0,0,3.68,906.28,0.00,0.00,4311.96,0,0,0,0,0,0,10.12173988,0,613.44,368.25,0.00,1097.77,0,0,0,0,676.60,0,6.32455532,3,0.00,0.68,0,33.14,0,0,0.00,97.82,2960.59,0.00,3,290.96,0,0,0,0,0,6.32455532,31.81158658,3,0,0,0.00,0,0.00,6.32455532,20.09302478,0,0.00,2186.10,179.60,4002.34,0,23223.30,0,3888.21,0,2.926150761,58.44102453,3,0.00,0,399.51,0.00,1628.45,309.77,0,0,0.00,0,0,0,0,0,0,4.42,0,1343.99,0.00,30.85755111,0,0,0,0.00,3175.43,0.00,586.00,0,6.32455532,3,0,3,7029.31,2221.58,0,582.98,0,0,1.05,1850.33,0.00,0,0,0,0,1042.79,3752.37,20,0.00,182.71,8.144301976,62.15
