mean,var,sd,cv,delta
0.43,6.446215538847124,2.5389398454565884,5.904511268503694,0.15055939467260673
0.0375,0.19157268170426073,0.43769016633260194,11.671737768869386,0.05110521290931052
0.0075,0.02250000000000001,0.15000000000000002,20.000000000000004,0.030002250168762668
0.0275,0.10701127819548874,0.32712578344650356,11.89548303441831,0.03892389614252601
0.075,0.5607769423558905,0.7488504138717494,9.98467218495666,0.07482637876485905
0.02,0.15999999999999995,0.3999999999999999,19.999999999999996,0.0800160032006401
1.02,10.59107769423558,3.2543935985426806,3.190581959355569,0.10490411703528518
0.295,3.7774185463659173,1.9435582178998183,6.588332942033283,0.1284269458076212
0.64,9.368822055137842,3.0608531580488867,4.782583059451385,0.147330761485033
0.3475,11.184705513784479,3.344354274562502,9.624041077877704,0.32298439996352735
1.6875,17.37828947368421,4.168727560501431,2.470357072889737,0.1047501143194923
0.035,0.4900000000000005,0.7000000000000004,20.00000000000001,0.1400490171560047
0.315,3.028345864661651,1.7402143157271321,5.524489891197245,0.09644175548729772
0.315,6.216315789473682,2.493254056343573,7.91509224236055,0.19796695430204134
1.8775,31.91227443609023,5.649095010361415,3.0088388870100746,0.1732244566087289
0.02,0.15999999999999995,0.3999999999999999,19.999999999999996,0.0800160032006401
0.105,4.410000000000002,2.1000000000000005,20.000000000000007,0.42044146353671374
